order_id,user_id,product_id,quantity,order_date
2586,634,65,1,2024-09-10
2587,303,92,3,2025-01-11
2588,818,88,1,2025-05-19
2589,253,59,1,2025-06-05
2590,731,36,2,2024-08-18
2591,76,26,3,2025-02-19
2592,85,1,2,2024-12-02
2593,275,19,3,2024-11-10
2594,158,58,1,2024-09-05
2595,390,9,2,2024-07-22
2596,729,52,2,2025-04-11
2597,803,78,1,2025-04-04
2598,650,32,1,2025-04-23
2599,158,68,1,2024-07-14
2600,758,43,2,2024-09-04
2601,399,73,3,2025-04-07
2602,325,63,2,2024-11-25
2603,370,59,3,2024-10-14
2604,110,60,2,2024-08-03
2605,94,74,2,2024-10-12
2606,6,6,1,2024-08-23
2607,966,95,3,2024-08-06
2608,316,12,2,2025-02-26
2609,456,37,2,2025-04-06
2610,369,83,1,2025-06-19
2611,780,59,1,2025-02-16
2612,277,45,3,2025-06-16
2613,105,90,2,2024-09-14
2614,136,92,3,2024-09-01
2615,90,39,2,2024-07-05
2616,192,51,3,2024-09-01
2617,442,79,1,2025-06-15
2618,460,23,2,2025-06-08
2619,571,54,3,2025-05-14
2620,569,32,1,2025-04-13
2621,525,23,1,2024-08-15
2622,418,80,3,2024-11-12
2623,106,94,2,2024-12-04
2624,27,56,2,2024-12-10
2625,92,59,1,2024-11-12
2626,363,50,2,2025-03-28
2627,568,85,2,2025-03-21
2628,96,24,2,2024-11-28
2629,612,90,1,2025-03-26
2630,613,73,3,2024-08-20
2631,804,13,2,2025-05-25
2632,333,51,1,2024-10-11
2633,885,90,1,2025-03-21
2634,395,6,3,2024-10-06
2635,13,31,2,2025-02-10
2636,299,21,2,2024-12-25
2637,424,36,3,2025-06-10
2638,398,81,3,2024-09-06
2639,798,69,1,2024-08-15
2640,87,38,1,2025-02-08
2641,743,86,3,2025-06-14
2642,923,9,2,2024-07-12
2643,573,90,1,2025-02-20
2644,927,93,1,2025-01-14
2645,249,93,2,2024-12-17
2646,586,28,1,2024-08-02
2647,534,64,2,2025-02-11
2648,174,53,2,2024-10-10
2649,702,98,2,2024-12-28
2650,390,71,3,2025-02-03
2651,174,16,3,2025-02-15
2652,143,48,3,2025-03-15
2653,276,10,2,2024-08-04
2654,309,97,2,2024-10-26
2655,275,14,3,2024-09-08
2656,505,65,1,2024-12-19
2657,150,99,2,2025-01-11
2658,65,100,1,2025-01-04
2659,172,42,1,2025-04-29
2660,446,53,2,2025-03-13
2661,283,58,2,2025-01-13
2662,432,22,1,2024-11-17
2663,307,33,1,2024-08-31
2664,496,27,3,2025-03-06
2665,802,65,3,2025-05-26
2666,79,6,2,2025-02-20
2667,370,60,3,2024-07-31
2668,258,4,3,2024-07-02
2669,967,10,3,2025-04-12
2670,253,82,3,2025-03-17
2671,739,89,1,2024-06-25
2672,641,87,2,2025-05-03
2673,508,96,3,2025-05-14
2674,609,60,1,2024-12-15
2675,632,49,1,2025-05-12
2676,201,44,1,2025-02-07
2677,469,96,3,2024-08-26
2678,110,52,3,2024-12-08
2679,139,25,2,2025-06-17
2680,312,51,3,2025-05-19
2681,7,5,3,2025-03-28
2682,972,2,1,2025-02-07
2683,406,33,2,2024-10-14
2684,341,15,3,2024-08-21
2685,862,91,3,2024-08-06
2686,636,18,1,2024-10-04
2687,390,42,1,2024-11-05
2688,824,86,3,2024-12-10
2689,883,96,2,2025-03-09
2690,338,60,2,2024-09-21
2691,451,63,1,2025-05-24
2692,343,60,1,2024-12-02
2693,441,9,3,2025-04-15
2694,836,11,1,2025-01-27
2695,844,71,3,2025-06-03
2696,881,85,2,2024-07-04
2697,667,32,2,2025-05-27
2698,998,92,3,2024-09-10
2699,609,57,1,2025-05-29
2700,140,18,2,2025-02-16
2701,308,61,1,2024-12-19
2702,329,36,2,2024-09-02
2703,618,21,3,2025-05-16
2704,971,22,3,2024-09-01
2705,712,3,3,2024-07-07
2706,206,78,2,2024-09-08
2707,491,13,1,2025-01-29
2708,322,23,1,2024-12-07
2709,182,38,1,2025-04-06
2710,988,16,2,2024-11-12
2711,408,69,2,2025-05-19
2712,992,95,2,2024-12-12
2713,327,51,2,2024-08-01
2714,299,22,2,2024-07-07
2715,753,10,1,2025-01-31
2716,712,86,2,2025-03-18
2717,649,98,2,2024-09-29
2718,503,2,1,2024-12-27
2719,991,87,2,2025-02-16
2720,590,35,1,2024-07-01
2721,801,20,1,2024-08-27
2722,249,57,3,2024-12-17
2723,334,46,3,2024-11-20
2724,386,23,3,2025-06-12
2725,288,28,3,2024-06-27
2726,837,92,2,2024-08-21
2727,805,5,3,2024-07-24
2728,403,87,1,2024-09-16
2729,374,69,2,2024-09-27
2730,117,28,3,2024-12-24
2731,955,57,1,2024-10-01
2732,578,90,2,2025-02-07
2733,205,7,2,2025-03-22
2734,607,82,3,2024-11-08
2735,559,67,2,2025-04-04
2736,185,83,1,2024-06-25
2737,699,85,2,2025-05-22
2738,787,92,1,2024-08-04
2739,564,85,2,2025-03-19
2740,28,14,3,2024-08-10
2741,976,50,1,2024-12-21
2742,745,89,2,2024-08-16
2743,473,40,2,2024-08-09
2744,966,57,2,2024-07-01
2745,726,7,1,2025-03-03
2746,215,77,1,2024-06-29
2747,449,1,1,2024-07-05
2748,817,7,3,2025-05-21
2749,299,99,3,2024-10-31
2750,852,49,1,2025-01-06
2751,710,99,2,2025-02-18
2752,71,26,3,2024-09-18
2753,839,32,1,2024-10-03
2754,869,48,2,2024-07-13
2755,815,31,3,2025-03-24
2756,815,26,2,2025-06-13
2757,419,12,2,2024-09-05
2758,690,3,2,2024-07-29
2759,512,54,2,2025-01-17
2760,143,4,3,2024-08-02
2761,649,2,3,2024-08-03
2762,311,44,3,2024-07-30
2763,248,25,1,2025-01-24
2764,259,88,3,2025-06-04
2765,675,86,2,2025-01-09
2766,158,9,3,2025-02-17
2767,733,29,2,2024-11-12
2768,434,13,1,2025-03-25
2769,809,86,2,2025-02-12
2770,387,22,2,2025-01-12
2771,76,93,2,2024-10-10
2772,460,22,1,2025-06-10
2773,613,6,3,2024-11-25
2774,491,54,3,2025-04-04
2775,597,66,1,2024-09-20
2776,411,14,2,2025-03-10
2777,548,42,3,2024-09-10
2778,519,42,1,2024-11-09
2779,946,72,3,2025-03-17
2780,943,81,1,2025-01-24
2781,891,25,2,2024-10-22
2782,709,80,3,2024-10-01
2783,429,27,1,2024-12-25
2784,557,70,3,2025-03-21
2785,38,51,3,2025-02-19
2786,810,55,3,2024-11-20
2787,992,16,3,2024-06-26
2788,369,30,1,2024-11-14
2789,719,28,2,2025-05-23
2790,917,14,1,2025-06-10
2791,832,46,1,2025-01-02
2792,550,42,1,2025-03-28
2793,609,23,2,2025-01-19
2794,654,2,3,2025-05-10
2795,937,52,3,2025-03-12
2796,88,84,3,2025-04-06
2797,112,41,2,2024-08-19
2798,788,2,3,2024-09-07
2799,255,50,2,2024-11-30
2800,674,28,3,2024-08-26
2801,681,59,3,2025-02-28
2802,364,29,1,2024-10-01
2803,171,9,2,2024-12-29
2804,663,85,1,2025-02-16
2805,628,36,1,2025-03-28
2806,46,84,1,2025-03-24
2807,577,80,2,2024-12-16
2808,661,48,2,2024-08-01
2809,694,6,3,2025-03-10
2810,663,9,1,2024-08-02
2811,410,28,3,2024-10-10
2812,991,53,1,2024-11-16
2813,771,39,2,2025-01-16
2814,340,99,2,2024-11-09
2815,989,77,2,2024-12-30
2816,816,64,1,2024-07-29
2817,441,14,2,2025-04-07
2818,109,92,1,2025-05-25
2819,11,69,3,2024-06-22
2820,101,73,1,2025-05-12
2821,265,22,3,2025-06-09
2822,228,33,1,2024-07-29
2823,523,13,3,2025-01-21
2824,765,77,2,2025-01-20
2825,532,42,3,2024-12-11
2826,572,81,2,2025-02-26
2827,595,90,2,2024-06-22
2828,705,50,3,2024-11-03
2829,590,87,1,2024-07-02
2830,227,99,1,2024-07-30
2831,457,89,1,2024-12-26
2832,384,18,1,2024-12-27
2833,401,43,1,2025-03-28
2834,475,23,2,2024-07-02
2835,791,82,1,2024-10-07
2836,696,98,2,2024-07-23
2837,603,89,2,2024-10-09
2838,708,41,2,2025-05-26
2839,513,86,3,2025-06-07
2840,155,62,3,2025-01-18
2841,354,9,2,2024-10-25
2842,26,43,3,2024-10-20
2843,495,3,1,2025-04-16
2844,108,78,1,2025-02-16
2845,303,75,2,2025-02-22
2846,426,58,1,2024-11-24
2847,943,49,2,2024-07-30
2848,985,66,2,2025-05-19
2849,88,82,1,2024-09-17
2850,119,95,3,2024-06-25
2851,852,30,1,2024-08-19
2852,964,65,1,2025-05-18
2853,748,76,2,2025-03-01
2854,146,91,2,2024-09-06
2855,357,2,2,2024-11-13
2856,320,30,2,2025-01-07
2857,352,3,3,2024-08-11
2858,467,79,3,2025-06-09
2859,804,98,3,2024-07-07
2860,212,16,2,2025-06-14
2861,534,40,2,2024-09-08
2862,495,31,2,2025-04-17
2863,357,95,3,2025-03-02
2864,488,55,2,2025-01-20
2865,100,97,1,2025-03-20
2866,449,32,1,2024-10-23
2867,740,80,2,2025-02-21
2868,714,11,1,2024-11-04
2869,464,8,1,2024-10-31
2870,327,18,3,2024-09-16
2871,69,48,2,2024-09-15
2872,308,64,2,2024-12-07
2873,46,38,3,2025-05-21
2874,830,26,1,2025-05-31
2875,728,20,1,2024-09-02
2876,118,49,2,2024-06-20
2877,24,27,1,2025-01-01
2878,870,83,3,2025-03-24
2879,352,5,3,2024-10-09
2880,664,31,2,2024-08-30
2881,112,93,3,2024-11-10
2882,694,77,3,2024-10-15
2883,820,57,2,2024-10-08
2884,169,95,3,2024-12-04
2885,953,43,3,2025-03-07
2886,759,18,3,2024-10-08
2887,250,36,1,2024-10-06
2888,529,41,2,2025-03-01
2889,179,83,2,2025-03-30
2890,566,98,2,2024-09-27
2891,164,6,1,2025-05-15
2892,339,67,1,2025-06-01
2893,574,54,2,2025-02-14
2894,437,83,1,2024-12-10
2895,982,37,2,2024-11-04
2896,474,97,1,2024-11-16
2897,238,4,3,2025-04-12
2898,817,30,3,2025-02-25
2899,415,94,2,2024-07-06
2900,645,43,1,2025-04-22
2901,189,44,1,2024-06-25
2902,191,32,3,2025-04-08
2903,656,27,3,2025-01-12
2904,674,70,1,2025-01-31
2905,443,7,1,2024-10-24
2906,406,86,1,2025-02-07
2907,30,32,1,2025-04-05
2908,756,88,1,2024-08-05
2909,629,90,1,2025-04-06
2910,905,93,2,2024-07-02
2911,203,29,1,2025-04-16
2912,461,78,3,2025-04-15
2913,607,49,2,2024-08-17
2914,440,67,1,2025-05-15
2915,399,42,3,2025-01-29
2916,5,24,2,2025-05-21
2917,722,57,3,2024-09-04
2918,220,81,1,2025-05-16
2919,211,1,1,2024-07-27
2920,286,9,1,2025-01-23
2921,771,63,1,2025-06-09
2922,721,9,2,2024-08-24
2923,829,25,2,2024-09-15
2924,816,7,3,2025-04-27
2925,65,82,1,2024-12-09
2926,592,19,3,2025-01-12
2927,105,27,2,2025-02-13
2928,819,17,1,2024-10-03
2929,893,12,1,2025-05-11
2930,550,23,2,2024-07-13
2931,192,76,2,2024-06-19
2932,375,71,2,2024-11-18
2933,334,27,2,2024-07-30
2934,202,31,2,2025-01-23
2935,469,65,1,2025-01-16
2936,117,11,2,2025-01-25
2937,269,55,1,2024-09-23
2938,687,93,1,2025-04-16
2939,884,60,2,2025-05-02
2940,502,40,2,2024-12-15
2941,541,22,1,2025-05-13
2942,990,93,2,2025-03-03
2943,655,26,2,2025-01-27
2944,321,32,2,2024-09-08
2945,612,55,3,2024-06-25
2946,398,23,1,2024-12-10
2947,626,78,3,2024-09-28
2948,402,32,2,2025-05-27
2949,602,39,3,2024-10-20
2950,117,37,2,2025-06-18
2951,357,74,3,2024-08-23
2952,361,58,2,2025-02-21
2953,866,82,3,2025-02-10
2954,469,26,3,2024-12-10
2955,633,35,3,2025-02-19
2956,177,62,1,2025-05-20
2957,834,11,3,2025-05-21
2958,690,47,1,2024-10-01
2959,723,51,2,2024-12-04
2960,820,49,3,2025-01-07
2961,305,22,2,2024-08-26
2962,941,61,2,2025-04-09
2963,630,57,3,2025-02-27
2964,605,55,1,2024-10-31
2965,87,65,3,2025-04-20
2966,689,79,2,2025-01-12
2967,138,95,2,2025-01-27
2968,321,56,3,2025-02-26
2969,121,98,1,2024-08-11
2970,245,20,1,2025-05-04
2971,313,62,2,2024-11-25
2972,120,3,2,2025-02-15
2973,188,98,1,2024-08-08
2974,383,49,3,2024-09-07
2975,711,55,2,2025-01-22
2976,145,11,1,2025-01-05
2977,524,98,2,2025-04-15
2978,398,39,3,2024-10-30
2979,429,77,1,2024-11-30
2980,611,69,2,2024-11-07
2981,142,20,3,2025-05-01
2982,589,71,2,2025-05-20
2983,393,94,3,2025-03-14
2984,434,23,3,2024-09-20
2985,191,33,1,2025-02-01
2986,499,49,3,2024-10-13
2987,651,60,2,2024-08-30
2988,551,40,3,2025-05-28
2989,711,59,3,2025-02-18
2990,942,37,1,2024-07-30
2991,661,49,3,2024-12-10
2992,954,72,3,2024-10-10
2993,178,78,2,2024-07-24
2994,569,62,1,2024-11-29
2995,171,10,1,2025-06-13
2996,502,43,1,2024-08-20
2997,296,18,3,2024-08-17
2998,144,92,1,2024-10-20
2999,192,61,3,2025-05-14
3000,323,26,3,2024-09-15
3001,863,20,2,2024-09-28
3002,462,25,2,2025-04-11
3003,635,1,2,2025-01-06
3004,55,2,2,2024-08-19
3005,887,65,2,2025-06-14
3006,368,94,3,2025-03-01
3007,975,93,3,2024-11-12
3008,10,48,1,2024-06-24
3009,497,63,3,2025-04-17
3010,140,52,3,2024-11-24
3011,200,54,2,2025-04-24
3012,835,51,3,2025-06-15
3013,394,96,2,2024-12-27
3014,987,48,1,2025-06-02
3015,576,50,1,2025-05-12
3016,518,63,3,2024-10-23
3017,669,40,1,2024-09-11
3018,507,83,3,2025-01-15
3019,419,76,1,2024-11-05
3020,702,10,2,2025-02-05
3021,504,53,2,2025-01-11
3022,426,5,2,2024-11-21
3023,728,16,2,2025-01-03
3024,861,50,3,2025-03-11
3025,455,73,1,2025-03-09
3026,501,21,3,2024-11-26
3027,172,25,2,2024-06-27
3028,85,98,3,2025-02-14
3029,579,56,1,2024-12-01
3030,32,33,3,2024-12-15
3031,815,99,1,2025-02-18
3032,780,97,3,2025-02-14
3033,226,93,1,2024-09-09
3034,300,45,1,2024-12-28
3035,34,66,2,2025-02-26
3036,282,91,1,2025-04-25
3037,231,63,2,2025-03-01
3038,551,82,2,2025-01-06
3039,296,89,2,2024-08-31
3040,173,48,3,2025-03-09
3041,800,90,3,2025-01-03
3042,469,8,3,2025-06-04
3043,580,84,3,2025-01-03
3044,761,50,1,2024-08-06
3045,792,55,1,2024-11-22
3046,785,95,3,2025-03-20
3047,508,32,1,2024-12-30
3048,563,32,1,2025-02-09
3049,524,62,2,2024-11-02
3050,116,5,2,2024-10-02
3051,587,47,2,2024-12-12
3052,117,81,2,2025-01-27
3053,275,91,1,2024-08-06
3054,794,87,3,2024-12-08
3055,557,4,1,2025-05-28
3056,844,90,1,2025-05-18
3057,376,86,1,2025-06-16
3058,556,83,2,2024-07-20
3059,843,19,2,2024-10-19
3060,775,34,2,2024-09-25
3061,43,78,3,2024-09-07
3062,779,59,1,2024-08-24
3063,737,88,3,2025-01-25
3064,452,19,2,2024-06-25
3065,560,33,3,2024-09-20
3066,224,32,1,2024-09-08
3067,436,78,1,2025-03-05
3068,105,75,2,2024-09-22
3069,754,85,2,2025-01-13
3070,850,21,3,2025-05-10
3071,670,2,2,2024-08-18
3072,770,15,2,2025-06-19
3073,254,99,1,2025-04-01
3074,305,12,2,2025-03-25
3075,896,83,2,2025-06-03
3076,34,92,1,2024-07-10
3077,461,50,1,2025-04-14
3078,270,51,3,2025-04-17
3079,357,91,2,2025-03-28
3080,883,76,1,2025-03-02
3081,837,11,3,2024-11-29
3082,90,67,3,2024-07-20
3083,450,25,2,2025-01-10
3084,887,55,2,2025-05-01
3085,121,22,3,2024-08-31
3086,795,55,1,2025-03-06
3087,832,33,3,2025-02-24
3088,243,89,2,2025-05-15
3089,215,39,1,2025-04-17
3090,831,65,1,2025-06-06
3091,756,69,3,2025-01-29
3092,603,85,2,2025-05-14
3093,706,49,3,2024-12-14
3094,360,76,3,2024-09-18
3095,882,40,3,2025-03-11
3096,728,94,1,2024-12-16
3097,625,53,1,2025-01-27
3098,648,97,2,2024-07-15
3099,439,94,2,2024-11-25
3100,170,12,3,2025-06-06
3101,631,14,3,2024-12-13
3102,143,82,3,2025-02-15
3103,804,74,2,2025-03-26
3104,212,100,1,2025-03-30
3105,834,45,1,2024-08-18
3106,212,19,3,2025-05-01
3107,825,35,3,2025-01-12
3108,61,96,3,2025-03-09
3109,584,27,3,2024-12-09
3110,360,96,2,2024-10-27
3111,546,51,1,2025-04-17
3112,288,90,3,2024-10-04
3113,612,40,2,2024-11-30
3114,552,1,3,2024-08-01
3115,173,22,3,2025-06-13
3116,332,63,1,2024-09-26
3117,721,1,3,2025-04-02
3118,300,13,1,2024-08-30
3119,297,9,1,2024-09-24
3120,587,100,1,2025-06-14
3121,274,90,2,2024-12-24
3122,976,54,2,2025-04-23
3123,879,68,1,2024-12-31
3124,527,54,3,2025-03-21
3125,922,84,1,2024-08-08
3126,696,37,3,2025-06-07
3127,835,94,1,2025-05-30
3128,98,56,3,2024-07-14
3129,139,22,2,2025-01-10
3130,986,23,3,2025-06-13
3131,769,48,1,2025-02-24
3132,805,24,2,2024-07-29
3133,422,91,3,2025-03-04
3134,941,18,3,2024-07-05
3135,61,26,3,2025-04-24
3136,284,63,3,2025-04-09
3137,888,24,3,2025-04-08
3138,672,65,2,2024-06-28
3139,130,15,2,2024-07-25
3140,719,58,2,2025-04-27
3141,887,73,2,2025-06-09
3142,136,28,1,2025-03-13
3143,256,24,2,2025-06-03
3144,150,26,3,2025-05-08
3145,729,8,3,2025-05-08
3146,330,96,2,2025-04-28
3147,849,24,3,2024-11-08
3148,254,98,2,2025-01-05
3149,780,25,3,2024-11-29
3150,864,34,1,2024-12-22
3151,693,53,1,2024-07-17
3152,403,57,2,2024-10-10
3153,502,81,2,2024-12-16
3154,146,80,2,2025-06-03
3155,592,14,3,2025-06-14
3156,648,82,2,2025-05-27
3157,276,22,1,2024-07-16
3158,643,11,3,2025-04-24
3159,425,38,2,2025-04-06
3160,385,11,3,2024-10-23
3161,463,49,3,2024-09-04
3162,78,16,2,2024-08-01
3163,649,36,3,2024-10-28
3164,814,9,1,2025-06-14
3165,902,44,1,2024-11-28
3166,788,4,3,2025-01-24
3167,96,75,2,2024-12-03
3168,413,31,3,2025-04-11
3169,528,62,1,2024-08-23
3170,768,63,3,2025-04-10
3171,285,87,3,2025-02-09
3172,712,98,1,2025-04-20
3173,959,13,3,2025-01-30
3174,899,2,3,2024-07-03
3175,378,8,2,2025-03-07
3176,466,35,2,2024-09-04
3177,974,97,1,2024-07-18
3178,500,1,1,2024-11-13
3179,336,86,1,2025-04-01
3180,596,75,2,2025-05-05
3181,3,6,1,2025-03-20
3182,890,13,1,2025-01-08
3183,793,28,1,2024-07-20
3184,868,67,2,2025-05-04
3185,751,1,3,2025-05-15
3186,96,49,1,2025-04-04
3187,749,78,3,2025-01-22
3188,996,67,1,2024-12-16
3189,470,98,3,2024-11-09
3190,651,35,2,2025-03-03
3191,681,63,2,2025-01-10
3192,715,61,1,2025-06-16
3193,367,97,3,2024-07-15
3194,871,44,2,2024-09-02
3195,65,78,1,2024-08-04
3196,815,55,1,2024-09-23
3197,548,44,2,2025-03-03
3198,408,48,2,2025-02-08
3199,224,88,1,2024-07-25
3200,992,44,3,2025-02-07
3201,440,41,3,2025-05-24
3202,845,31,3,2025-05-04
3203,217,47,1,2024-09-27
3204,507,86,2,2025-03-15
3205,275,52,1,2024-07-29
3206,331,49,2,2024-11-23
3207,849,79,3,2025-02-11
3208,291,8,3,2024-08-27
3209,346,46,2,2025-04-10
3210,561,43,2,2025-06-18
3211,592,13,1,2024-10-31
3212,134,1,3,2025-03-12
3213,580,59,1,2024-08-02
3214,873,90,1,2025-04-21
3215,497,52,1,2025-06-16
3216,808,93,3,2025-02-19
3217,352,18,1,2024-11-30
3218,916,4,1,2025-02-06
3219,699,78,1,2025-05-21
3220,781,16,1,2024-08-10
3221,50,68,1,2025-01-09
3222,48,36,1,2024-08-03
3223,102,90,3,2024-12-05
3224,642,97,1,2025-06-01
3225,803,32,2,2025-03-24
3226,857,48,1,2024-12-18
3227,471,58,1,2025-04-26
3228,17,80,3,2025-04-05
3229,128,88,3,2024-10-15
3230,952,85,2,2024-12-12
3231,879,61,2,2024-10-28
3232,162,66,3,2024-12-17
3233,452,53,3,2025-01-23
3234,468,85,1,2024-07-30
3235,1,25,3,2024-08-07
3236,982,1,2,2025-01-22
3237,439,82,1,2024-06-23
3238,208,42,2,2024-09-12
3239,706,3,1,2024-10-20
3240,932,82,3,2024-11-02
3241,136,47,2,2024-07-09
3242,904,6,1,2025-01-29
3243,666,95,1,2025-04-17
3244,310,42,3,2025-03-23
3245,163,87,3,2025-01-12
3246,896,57,3,2025-01-24
3247,956,30,2,2024-06-22
3248,898,78,1,2025-03-26
3249,281,63,3,2024-07-26
3250,96,52,2,2024-10-20
3251,671,95,2,2025-03-24
3252,370,79,2,2024-07-27
3253,257,11,3,2025-01-16
3254,85,45,3,2024-09-15
3255,381,55,1,2024-07-30
3256,681,61,1,2024-07-29
3257,926,85,3,2025-05-25
3258,665,90,2,2025-03-09
3259,170,13,2,2025-03-09
3260,54,94,2,2024-06-25
3261,406,50,1,2024-07-02
3262,641,38,2,2024-08-04
3263,313,78,1,2025-03-27
3264,744,25,1,2024-10-26
3265,717,92,2,2025-01-06
3266,774,19,2,2025-02-04
3267,240,67,3,2025-05-26
3268,440,74,3,2025-04-25
3269,672,92,2,2024-08-16
3270,94,65,1,2024-11-26
3271,721,5,1,2024-10-04
3272,98,17,1,2025-01-11
3273,2,64,1,2024-09-07
3274,219,12,1,2025-04-11
3275,489,39,3,2024-07-21
3276,80,87,2,2025-05-17
3277,136,71,3,2024-12-18
3278,608,60,1,2025-05-23
3279,232,22,1,2024-07-05
3280,532,58,1,2025-04-13
3281,697,15,1,2025-05-05
3282,456,62,2,2024-10-06
3283,10,85,1,2025-05-29
3284,9,70,2,2025-02-01
3285,713,31,1,2024-12-24
3286,352,32,2,2024-07-20
3287,837,28,3,2025-01-25
3288,124,22,1,2024-10-27
3289,881,97,2,2024-10-31
3290,433,85,3,2024-08-12
3291,711,90,1,2025-03-20
3292,136,12,1,2024-11-09
3293,490,14,1,2025-05-19
3294,73,56,2,2024-06-28
3295,235,92,2,2024-08-19
3296,393,4,3,2025-02-18
3297,92,21,2,2024-07-04
3298,749,42,2,2024-11-06
3299,826,50,1,2024-10-25
3300,105,99,1,2025-03-20
3301,106,36,1,2024-11-22
3302,321,29,1,2024-12-19
3303,377,93,1,2025-01-02
3304,903,33,1,2024-08-10
3305,307,86,1,2024-12-22
3306,141,61,3,2024-12-31
3307,392,86,3,2024-11-16
3308,793,16,3,2024-11-23
3309,833,86,3,2024-08-19
3310,772,18,1,2025-03-01
3311,896,69,3,2024-10-17
3312,137,82,1,2025-02-24
3313,657,93,3,2025-04-04
3314,694,63,2,2024-11-30
3315,147,12,3,2024-12-16
3316,71,89,3,2024-11-01
3317,544,43,1,2025-03-12
3318,577,29,3,2025-01-18
3319,9,74,2,2024-08-29
3320,625,99,1,2025-01-31
3321,666,77,1,2024-07-26
3322,169,9,3,2025-04-15
3323,451,83,1,2024-12-10
3324,360,44,1,2024-09-08
3325,740,49,1,2024-08-20
3326,219,92,1,2024-08-18
3327,644,96,1,2025-01-12
3328,767,95,1,2024-08-16
3329,156,93,2,2024-11-29
3330,942,49,3,2025-02-18
3331,422,84,2,2024-08-16
3332,631,83,1,2025-01-12
3333,704,72,1,2024-07-14
3334,454,56,3,2025-06-17
3335,881,30,2,2024-12-12
3336,223,29,3,2025-03-22
3337,89,34,2,2024-08-20
3338,919,15,1,2025-01-20
3339,103,38,3,2024-10-21
3340,144,12,3,2024-07-13
3341,771,15,1,2024-11-16
3342,127,12,3,2025-05-22
3343,604,44,2,2024-11-06
3344,748,95,2,2025-01-16
3345,394,76,2,2025-02-11
3346,360,25,2,2024-07-13
3347,987,96,1,2024-11-23
3348,440,15,3,2024-12-10
3349,323,74,2,2025-03-28
3350,811,48,1,2024-10-03
3351,144,17,3,2025-05-05
3352,254,41,3,2024-10-19
3353,284,49,1,2025-03-12
3354,661,74,1,2024-09-28
3355,87,95,2,2025-05-10
3356,255,1,3,2025-02-18
3357,567,40,3,2024-12-18
3358,616,8,1,2025-04-13
3359,615,76,3,2024-10-28
3360,739,69,2,2024-12-10
3361,623,25,3,2024-08-11
3362,292,50,1,2025-01-07
3363,798,55,1,2025-03-29
3364,964,41,2,2024-09-17
3365,708,99,2,2025-04-12
3366,28,47,3,2024-09-24
3367,869,87,3,2024-08-16
3368,868,17,1,2024-12-09
3369,675,67,2,2024-07-31
3370,897,85,2,2024-10-30
3371,309,78,2,2025-04-01
3372,211,76,3,2025-02-17
3373,531,29,2,2024-12-13
3374,622,14,1,2024-10-05
3375,522,51,1,2025-02-15
3376,194,2,3,2025-05-20
3377,766,69,3,2024-08-10
3378,402,59,2,2025-01-09
3379,303,41,3,2024-07-15
3380,662,19,1,2025-05-23
3381,56,38,2,2025-04-14
3382,803,29,1,2025-01-27
3383,920,64,2,2025-06-11
3384,813,88,3,2024-12-10
3385,978,59,2,2024-10-18
3386,246,19,2,2024-08-20
3387,507,77,1,2025-05-19
3388,396,37,1,2024-07-14
3389,116,19,2,2024-08-18
3390,247,96,3,2024-12-07
3391,512,86,3,2025-04-12
3392,654,90,1,2024-08-16
3393,609,5,3,2025-04-19
3394,73,77,1,2024-08-21
3395,541,41,3,2025-05-13
3396,911,40,2,2025-06-05
3397,13,65,1,2024-10-04
3398,370,89,1,2025-04-23
3399,957,16,2,2024-12-21
3400,325,36,1,2024-10-15
3401,136,91,3,2025-05-10
3402,397,74,3,2024-11-04
3403,882,62,1,2024-12-28
3404,860,81,3,2024-07-27
3405,583,28,1,2025-06-03
3406,431,64,2,2024-10-23
3407,375,38,1,2025-03-13
3408,560,91,2,2024-12-06
3409,700,49,3,2024-11-06
3410,177,8,2,2025-01-03
3411,782,43,3,2024-11-30
3412,483,20,1,2025-05-23
3413,978,92,3,2025-05-20
3414,789,27,1,2024-12-24
3415,75,94,1,2024-07-06
3416,18,29,2,2024-12-05
3417,602,90,2,2025-05-02
3418,70,95,2,2025-03-12
3419,15,7,2,2025-01-14
3420,269,100,3,2024-08-02
3421,221,23,3,2025-02-26
3422,41,63,3,2024-10-04
3423,945,94,1,2024-08-30
3424,62,51,3,2025-01-27
3425,972,39,3,2024-08-07
3426,809,85,3,2024-12-14
3427,408,21,2,2025-06-14
3428,519,3,3,2024-11-13
3429,294,71,1,2024-08-03
3430,644,51,2,2024-08-23
3431,730,44,1,2025-01-10
3432,514,55,3,2025-01-20
3433,786,87,2,2024-12-01
3434,426,61,1,2024-09-12
3435,434,45,3,2024-09-07
3436,719,97,1,2024-09-17
3437,412,51,1,2024-10-03
3438,85,51,1,2024-11-29
3439,656,10,3,2025-05-13
3440,550,68,3,2024-08-21
3441,551,94,1,2024-09-16
3442,631,37,2,2025-03-04
3443,157,37,2,2024-10-04
3444,285,90,3,2024-08-28
3445,86,25,3,2024-11-09
3446,318,90,3,2025-01-20
3447,81,71,3,2025-01-03
3448,524,51,3,2024-09-22
3449,944,13,2,2024-12-17
3450,209,17,3,2024-08-06
3451,998,42,1,2025-03-28
3452,828,97,1,2024-07-21
3453,160,75,2,2025-05-20
3454,550,7,1,2025-03-16
3455,335,91,2,2024-12-08
3456,401,39,2,2024-07-10
3457,601,59,1,2025-05-21
3458,650,84,3,2024-09-02
