payment_id,order_id,payment_type,amount
2376,2376,Paypal,93.14
2377,2377,Paypal,400.88
2378,2378,Gift Card,37.4
2379,2379,Paypal,640.56
2380,2380,Gift Card,153.06
2381,2381,Credit Card,201.94
2382,2382,Gift Card,165.1
2383,2383,Paypal,117.54
2384,2384,Paypal,273.25
2385,2385,Paypal,544.14
2386,2386,Credit Card,125.62
2387,2387,Gift Card,302.91
2388,2388,Gift Card,553.9
2389,2389,Gift Card,846.45
2390,2390,Gift Card,316.84
2391,2391,Gift Card,220.48
2392,2392,Gift Card,82.0
2393,2393,Paypal,579.72
2394,2394,Gift Card,166.28
2395,2395,Credit Card,363.2
2396,2396,Paypal,91.18
2397,2397,Gift Card,31.11
2398,2398,Credit Card,37.4
2399,2399,Paypal,284.92
2400,2400,Credit Card,307.83
2401,2401,Paypal,427.76
2402,2402,Credit Card,200.44
2403,2403,Paypal,22.14
2404,2404,Credit Card,67.62
2405,2405,Credit Card,175.76
2406,2406,Credit Card,165.1
2407,2407,Paypal,888.39
2408,2408,Paypal,307.83
2409,2409,Credit Card,11.07
2410,2410,Paypal,486.96
2411,2411,Paypal,18.7
2412,2412,Gift Card,250.57
2413,2413,Paypal,59.1
2414,2414,Gift Card,427.76
2415,2415,Paypal,96.95
2416,2416,Paypal,102.06
2417,2417,Credit Card,296.13
2418,2418,Paypal,709.89
2419,2419,Gift Card,15.14
2420,2420,Gift Card,236.63
2421,2421,Paypal,660.69
2422,2422,Gift Card,30.28
2423,2423,Paypal,48.38
2424,2424,Gift Card,206.85
2425,2425,Gift Card,452.01
2426,2426,Credit Card,25.0
2427,2427,Credit Card,193.08
2428,2428,Credit Card,730.44
2429,2429,Paypal,279.08
2430,2430,Paypal,80.56
2431,2431,Credit Card,80.52
2432,2432,Paypal,479.4
2433,2433,Paypal,477.63
2434,2434,Credit Card,646.23
2435,2435,Credit Card,232.44
2436,2436,Credit Card,888.39
2437,2437,Credit Card,569.84
2438,2438,Gift Card,570.92
2439,2439,Gift Card,12.5
2440,2440,Paypal,413.7
2441,2441,Paypal,189.72
2442,2442,Credit Card,244.02
2443,2443,Gift Card,467.32
2444,2444,Credit Card,233.66
2445,2445,Paypal,640.56
2446,2446,Credit Card,477.63
2447,2447,Credit Card,23.75
2448,2448,Gift Card,856.38
2449,2449,Paypal,358.98
2450,2450,Gift Card,23.75
2451,2451,Paypal,495.3
2452,2452,Gift Card,131.12
2453,2453,Paypal,90.91
2454,2454,Paypal,582.06
2455,2455,Credit Card,37.4
2456,2456,Credit Card,56.1
2457,2457,Paypal,688.29
2458,2458,Gift Card,150.67
2459,2459,Credit Card,191.7
2460,2460,Credit Card,119.66
2461,2461,Credit Card,18.7
2462,2462,Paypal,139.71
2463,2463,Gift Card,220.06
2464,2464,Gift Card,465.62
2465,2465,Gift Card,477.63
2466,2466,Gift Card,201.94
2467,2467,Gift Card,688.29
2468,2468,Paypal,100.97
2469,2469,Gift Card,819.75
2470,2470,Paypal,22.14
2471,2471,Gift Card,41.0
2472,2472,Gift Card,418.62
2473,2473,Gift Card,544.14
2474,2474,Gift Card,37.5
2475,2475,Credit Card,288.6
2476,2476,Paypal,537.94
2477,2477,Gift Card,191.7
2478,2478,Credit Card,31.11
2479,2479,Paypal,62.81
2480,2480,Gift Card,127.24
2481,2481,Gift Card,181.6
2482,2482,Gift Card,316.84
2483,2483,Paypal,479.4
2484,2484,Gift Card,491.12
2485,2485,Paypal,189.5
2486,2486,Credit Card,404.52
2487,2487,Paypal,232.44
2488,2488,Paypal,570.92
2489,2489,Credit Card,220.48
2490,2490,Paypal,290.22
2491,2491,Gift Card,200.44
2492,2492,Gift Card,546.5
2493,2493,Credit Card,539.28
2494,2494,Paypal,537.94
2495,2495,Paypal,544.14
2496,2496,Paypal,193.08
2497,2497,Gift Card,159.21
2498,2498,Gift Card,233.66
2499,2499,Credit Card,131.12
2500,2500,Paypal,73.66
2501,2501,Gift Card,533.46
2502,2502,Credit Card,26.99
2503,2503,Paypal,206.85
2504,2504,Paypal,151.08
2505,2505,Paypal,440.12
2506,2506,Gift Card,220.94
2507,2507,Credit Card,6.63
2508,2508,Credit Card,51.03
2509,2509,Gift Card,479.4
2510,2510,Gift Card,90.91
2511,2511,Paypal,45.42
2512,2512,Paypal,19.89
2513,2513,Paypal,259.62
2514,2514,Credit Card,80.52
2515,2515,Gift Card,26.84
2516,2516,Credit Card,491.12
2517,2517,Credit Card,582.06
2518,2518,Credit Card,332.56
2519,2519,Paypal,127.8
2520,2520,Credit Card,873.09
2521,2521,Paypal,182.33
2522,2522,Credit Card,26.99
2523,2523,Paypal,59.53
2524,2524,Credit Card,279.08
2525,2525,Credit Card,239.32
2526,2526,Paypal,67.64
2527,2527,Gift Card,30.28
2528,2528,Gift Card,6.63
2529,2529,Paypal,62.81
2530,2530,Credit Card,188.87
2531,2531,Gift Card,206.85
2532,2532,Gift Card,291.12
2533,2533,Gift Card,46.15
2534,2534,Paypal,67.64
2535,2535,Gift Card,440.46
2536,2536,Gift Card,232.81
2537,2537,Credit Card,91.18
2538,2538,Paypal,102.06
2539,2539,Gift Card,533.46
2540,2540,Credit Card,53.68
2541,2541,Gift Card,249.48
2542,2542,Gift Card,544.8
2543,2543,Gift Card,339.24
2544,2544,Paypal,473.26
2545,2545,Credit Card,546.99
2546,2546,Credit Card,119.06
2547,2547,Paypal,94.86
2548,2548,Gift Card,191.7
2549,2549,Gift Card,18.7
2550,2550,Paypal,101.43
2551,2551,Credit Card,96.74
2552,2552,Gift Card,724.95
2553,2553,Gift Card,182.33
2554,2554,Credit Card,18.34
2555,2555,Credit Card,781.56
2556,2556,Gift Card,158.42
2557,2557,Paypal,46.57
2558,2558,Credit Card,285.46
2559,2559,Paypal,138.45
2560,2560,Gift Card,453.24
2561,2561,Credit Card,282.15
2562,2562,Paypal,291.03
2563,2563,Credit Card,556.5
2564,2564,Credit Card,175.92
2565,2565,Credit Card,94.75
2566,2566,Gift Card,26.99
2567,2567,Gift Card,268.97
2568,2568,Paypal,170.1
2569,2569,Credit Card,452.01
2570,2570,Gift Card,364.66
2571,2571,Paypal,178.59
2572,2572,Gift Card,191.7
2573,2573,Paypal,284.25
2574,2574,Paypal,191.7
2575,2575,Credit Card,404.52
2576,2576,Paypal,830.85
2577,2577,Credit Card,120.84
2578,2578,Gift Card,201.86
2579,2579,Credit Card,119.66
2580,2580,Paypal,185.5
2581,2581,Credit Card,53.68
2582,2582,Paypal,491.12
2583,2583,Paypal,269.68
2584,2584,Gift Card,440.12
2585,2585,Gift Card,709.89
2586,2586,Gift Card,87.88
2587,2587,Gift Card,646.23
2588,2588,Credit Card,193.08
2589,2589,Credit Card,18.34
2590,2590,Credit Card,486.96
2591,2591,Credit Card,709.89
2592,2592,Credit Card,230.98
2593,2593,Credit Card,397.26
2594,2594,Credit Card,62.81
2595,2595,Paypal,364.66
2596,2596,Credit Card,467.32
2597,2597,Credit Card,26.84
2598,2598,Paypal,55.3
2599,2599,Paypal,241.65
2600,2600,Credit Card,30.28
2601,2601,Gift Card,19.89
2602,2602,Gift Card,498.96
2603,2603,Paypal,55.02
2604,2604,Gift Card,201.94
2605,2605,Credit Card,491.12
2606,2606,Paypal,51.02
2607,2607,Gift Card,697.32
2608,2608,Gift Card,582.24
2609,2609,Paypal,189.72
2610,2610,Credit Card,102.61
2611,2611,Paypal,18.34
2612,2612,Credit Card,244.02
2613,2613,Paypal,288.6
2614,2614,Credit Card,646.23
2615,2615,Paypal,413.7
2616,2616,Credit Card,873.09
2617,2617,Gift Card,110.75
2618,2618,Paypal,182.36
2619,2619,Gift Card,806.91
2620,2620,Credit Card,55.3
2621,2621,Gift Card,91.18
2622,2622,Credit Card,117.54
2623,2623,Credit Card,341.16
2624,2624,Credit Card,553.9
2625,2625,Credit Card,18.34
2626,2626,Paypal,119.06
2627,2627,Credit Card,193.48
2628,2628,Gift Card,226.16
2629,2629,Gift Card,144.3
2630,2630,Gift Card,19.89
2631,2631,Credit Card,501.14
2632,2632,Paypal,291.03
2633,2633,Gift Card,144.3
2634,2634,Paypal,153.06
2635,2635,Credit Card,368.46
2636,2636,Paypal,371.0
2637,2637,Paypal,730.44
2638,2638,Paypal,778.86
2639,2639,Credit Card,26.99
2640,2640,Gift Card,33.81
2641,2641,Paypal,302.79
2642,2642,Credit Card,364.66
2643,2643,Credit Card,144.3
2644,2644,Credit Card,229.43
2645,2645,Gift Card,458.86
2646,2646,Gift Card,156.7
2647,2647,Paypal,220.48
2648,2648,Gift Card,564.3
2649,2649,Gift Card,262.24
2650,2650,Gift Card,698.43
2651,2651,Credit Card,177.3
2652,2652,Gift Card,475.26
2653,2653,Credit Card,427.76
2654,2654,Gift Card,318.42
2655,2655,Paypal,202.92
2656,2656,Gift Card,87.88
2657,2657,Paypal,25.0
2658,2658,Paypal,36.83
2659,2659,Paypal,151.08
2660,2660,Gift Card,564.3
2661,2661,Paypal,125.62
2662,2662,Credit Card,46.15
2663,2663,Credit Card,24.19
2664,2664,Credit Card,191.7
2665,2665,Paypal,263.64
2666,2666,Credit Card,102.04
2667,2667,Credit Card,302.91
2668,2668,Gift Card,544.8
2669,2669,Paypal,641.64
2670,2670,Credit Card,566.61
2671,2671,Gift Card,266.73
2672,2672,Paypal,440.46
2673,2673,Gift Card,452.01
2674,2674,Paypal,100.97
2675,2675,Paypal,166.28
2676,2676,Gift Card,273.25
2677,2677,Credit Card,452.01
2678,2678,Paypal,700.98
2679,2679,Paypal,279.08
2680,2680,Credit Card,873.09
2681,2681,Credit Card,153.09
2682,2682,Credit Card,285.46
2683,2683,Gift Card,48.38
2684,2684,Gift Card,175.92
2685,2685,Gift Card,120.84
2686,2686,Credit Card,159.8
2687,2687,Gift Card,151.08
2688,2688,Credit Card,302.79
2689,2689,Paypal,301.34
2690,2690,Paypal,201.94
2691,2691,Gift Card,249.48
2692,2692,Gift Card,100.97
2693,2693,Gift Card,546.99
2694,2694,Paypal,11.07
2695,2695,Credit Card,698.43
2696,2696,Gift Card,193.48
2697,2697,Credit Card,110.6
2698,2698,Gift Card,646.23
2699,2699,Paypal,31.11
2700,2700,Credit Card,319.6
2701,2701,Paypal,119.66
2702,2702,Gift Card,486.96
2703,2703,Paypal,556.5
2704,2704,Paypal,138.45
2705,2705,Credit Card,662.82
2706,2706,Credit Card,53.68
2707,2707,Credit Card,250.57
2708,2708,Paypal,91.18
2709,2709,Gift Card,33.81
2710,2710,Credit Card,118.2
2711,2711,Gift Card,53.98
2712,2712,Paypal,464.88
2713,2713,Paypal,582.06
2714,2714,Credit Card,92.3
2715,2715,Paypal,213.88
2716,2716,Paypal,201.86
2717,2717,Paypal,262.24
2718,2718,Credit Card,285.46
2719,2719,Gift Card,440.46
2720,2720,Paypal,289.86
2721,2721,Credit Card,90.91
2722,2722,Paypal,93.33
2723,2723,Paypal,601.32
2724,2724,Gift Card,273.54
2725,2725,Paypal,470.1
2726,2726,Paypal,430.82
2727,2727,Credit Card,153.09
2728,2728,Credit Card,220.23
2729,2729,Paypal,53.98
2730,2730,Paypal,470.1
2731,2731,Credit Card,31.11
2732,2732,Gift Card,288.6
2733,2733,Credit Card,44.26
2734,2734,Credit Card,566.61
2735,2735,Gift Card,93.14
2736,2736,Gift Card,102.61
2737,2737,Gift Card,193.48
2738,2738,Credit Card,215.41
2739,2739,Paypal,193.48
2740,2740,Credit Card,202.92
2741,2741,Credit Card,59.53
2742,2742,Paypal,533.46
2743,2743,Paypal,269.68
2744,2744,Paypal,62.22
2745,2745,Credit Card,22.13
2746,2746,Credit Card,232.52
2747,2747,Gift Card,115.49
2748,2748,Credit Card,66.39
2749,2749,Gift Card,37.5
2750,2750,Credit Card,166.28
2751,2751,Credit Card,25.0
2752,2752,Credit Card,709.89
2753,2753,Paypal,55.3
2754,2754,Paypal,316.84
2755,2755,Gift Card,552.69
2756,2756,Gift Card,473.26
2757,2757,Credit Card,582.24
2758,2758,Gift Card,441.88
2759,2759,Gift Card,537.94
2760,2760,Gift Card,544.8
2761,2761,Gift Card,856.38
2762,2762,Gift Card,819.75
2763,2763,Paypal,139.54
2764,2764,Gift Card,579.24
2765,2765,Gift Card,201.86
2766,2766,Paypal,546.99
2767,2767,Credit Card,359.52
2768,2768,Paypal,250.57
2769,2769,Credit Card,201.86
2770,2770,Paypal,92.3
2771,2771,Paypal,458.86
2772,2772,Credit Card,46.15
2773,2773,Gift Card,153.06
2774,2774,Paypal,806.91
2775,2775,Paypal,165.1
2776,2776,Gift Card,135.28
2777,2777,Credit Card,453.24
2778,2778,Credit Card,151.08
2779,2779,Credit Card,190.86
2780,2780,Credit Card,259.62
2781,2781,Gift Card,279.08
2782,2782,Credit Card,117.54
2783,2783,Credit Card,63.9
2784,2784,Paypal,888.39
2785,2785,Credit Card,873.09
2786,2786,Paypal,544.14
2787,2787,Paypal,177.3
2788,2788,Paypal,18.7
2789,2789,Gift Card,313.4
2790,2790,Credit Card,67.64
2791,2791,Paypal,200.44
2792,2792,Credit Card,151.08
2793,2793,Gift Card,182.36
2794,2794,Gift Card,856.38
2795,2795,Credit Card,700.98
2796,2796,Credit Card,71.25
2797,2797,Paypal,82.0
2798,2798,Credit Card,856.38
2799,2799,Credit Card,119.06
2800,2800,Gift Card,470.1
2801,2801,Gift Card,55.02
2802,2802,Gift Card,179.76
2803,2803,Credit Card,364.66
2804,2804,Gift Card,96.74
2805,2805,Credit Card,243.48
2806,2806,Paypal,23.75
2807,2807,Credit Card,78.36
2808,2808,Gift Card,316.84
2809,2809,Gift Card,153.06
2810,2810,Credit Card,182.33
2811,2811,Credit Card,470.1
2812,2812,Gift Card,282.15
2813,2813,Gift Card,413.7
2814,2814,Gift Card,25.0
2815,2815,Credit Card,465.04
2816,2816,Paypal,110.24
2817,2817,Credit Card,135.28
2818,2818,Gift Card,215.41
2819,2819,Gift Card,80.97
2820,2820,Paypal,6.63
2821,2821,Gift Card,138.45
2822,2822,Gift Card,24.19
2823,2823,Credit Card,751.71
2824,2824,Paypal,465.04
2825,2825,Gift Card,453.24
2826,2826,Credit Card,519.24
2827,2827,Credit Card,288.6
2828,2828,Paypal,178.59
2829,2829,Credit Card,220.23
2830,2830,Gift Card,12.5
2831,2831,Gift Card,266.73
2832,2832,Paypal,159.8
2833,2833,Credit Card,15.14
2834,2834,Gift Card,182.36
2835,2835,Paypal,188.87
2836,2836,Paypal,262.24
2837,2837,Credit Card,533.46
2838,2838,Paypal,82.0
2839,2839,Gift Card,302.79
2840,2840,Paypal,255.15
2841,2841,Gift Card,364.66
2842,2842,Paypal,45.42
2843,2843,Paypal,220.94
2844,2844,Credit Card,26.84
2845,2845,Gift Card,427.04
2846,2846,Credit Card,62.81
2847,2847,Gift Card,332.56
2848,2848,Paypal,330.2
2849,2849,Paypal,188.87
2850,2850,Gift Card,697.32
2851,2851,Gift Card,18.7
2852,2852,Paypal,87.88
2853,2853,Credit Card,440.12
2854,2854,Credit Card,80.56
2855,2855,Paypal,570.92
2856,2856,Gift Card,37.4
2857,2857,Credit Card,662.82
2858,2858,Gift Card,332.25
2859,2859,Paypal,393.36
2860,2860,Gift Card,118.2
2861,2861,Credit Card,269.68
2862,2862,Gift Card,368.46
2863,2863,Credit Card,697.32
2864,2864,Gift Card,362.76
2865,2865,Gift Card,159.21
2866,2866,Credit Card,55.3
2867,2867,Gift Card,78.36
2868,2868,Credit Card,11.07
2869,2869,Credit Card,260.52
2870,2870,Gift Card,479.4
2871,2871,Credit Card,316.84
2872,2872,Credit Card,220.48
2873,2873,Credit Card,101.43
2874,2874,Gift Card,236.63
2875,2875,Credit Card,90.91
2876,2876,Gift Card,332.56
2877,2877,Credit Card,63.9
2878,2878,Gift Card,307.83
2879,2879,Paypal,153.09
2880,2880,Credit Card,368.46
2881,2881,Credit Card,688.29
2882,2882,Paypal,697.56
2883,2883,Credit Card,62.22
2884,2884,Gift Card,697.32
2885,2885,Credit Card,45.42
2886,2886,Gift Card,479.4
2887,2887,Credit Card,243.48
2888,2888,Gift Card,82.0
2889,2889,Credit Card,205.22
2890,2890,Gift Card,262.24
2891,2891,Credit Card,51.02
2892,2892,Paypal,46.57
2893,2893,Credit Card,537.94
2894,2894,Paypal,102.61
2895,2895,Credit Card,189.72
2896,2896,Paypal,159.21
2897,2897,Credit Card,544.8
2898,2898,Credit Card,56.1
2899,2899,Gift Card,341.16
2900,2900,Gift Card,15.14
2901,2901,Credit Card,273.25
2902,2902,Paypal,165.9
2903,2903,Paypal,191.7
2904,2904,Paypal,296.13
2905,2905,Paypal,22.13
2906,2906,Gift Card,100.93
2907,2907,Gift Card,55.3
2908,2908,Gift Card,193.08
2909,2909,Paypal,144.3
2910,2910,Paypal,458.86
2911,2911,Gift Card,179.76
2912,2912,Credit Card,80.52
2913,2913,Gift Card,332.56
2914,2914,Credit Card,46.57
2915,2915,Credit Card,453.24
2916,2916,Paypal,226.16
2917,2917,Paypal,93.33
2918,2918,Credit Card,259.62
2919,2919,Gift Card,115.49
2920,2920,Gift Card,182.33
2921,2921,Credit Card,249.48
2922,2922,Paypal,364.66
2923,2923,Paypal,279.08
2924,2924,Paypal,66.39
2925,2925,Paypal,188.87
2926,2926,Credit Card,397.26
2927,2927,Paypal,127.8
2928,2928,Credit Card,94.75
2929,2929,Paypal,291.12
2930,2930,Paypal,182.36
2931,2931,Credit Card,440.12
2932,2932,Credit Card,465.62
2933,2933,Credit Card,127.8
2934,2934,Gift Card,368.46
2935,2935,Paypal,87.88
2936,2936,Gift Card,22.14
2937,2937,Paypal,181.38
2938,2938,Credit Card,229.43
2939,2939,Paypal,201.94
2940,2940,Credit Card,269.68
2941,2941,Paypal,46.15
2942,2942,Credit Card,458.86
2943,2943,Paypal,473.26
2944,2944,Paypal,110.6
2945,2945,Credit Card,544.14
2946,2946,Paypal,91.18
2947,2947,Credit Card,80.52
2948,2948,Paypal,110.6
2949,2949,Gift Card,620.55
2950,2950,Credit Card,189.72
2951,2951,Gift Card,736.68
2952,2952,Paypal,125.62
2953,2953,Paypal,566.61
2954,2954,Paypal,709.89
2955,2955,Gift Card,869.58
2956,2956,Credit Card,85.05
2957,2957,Paypal,33.21
2958,2958,Credit Card,96.95
2959,2959,Gift Card,582.06
2960,2960,Paypal,498.84
2961,2961,Paypal,92.3
2962,2962,Paypal,239.32
2963,2963,Paypal,93.33
2964,2964,Credit Card,181.38
2965,2965,Paypal,263.64
2966,2966,Credit Card,221.5
2967,2967,Paypal,464.88
2968,2968,Credit Card,830.85
2969,2969,Credit Card,131.12
2970,2970,Credit Card,90.91
2971,2971,Gift Card,170.1
2972,2972,Paypal,441.88
2973,2973,Paypal,131.12
2974,2974,Credit Card,498.84
2975,2975,Gift Card,362.76
2976,2976,Gift Card,11.07
2977,2977,Gift Card,262.24
2978,2978,Credit Card,620.55
2979,2979,Credit Card,232.52
2980,2980,Paypal,53.98
2981,2981,Gift Card,272.73
2982,2982,Paypal,465.62
2983,2983,Gift Card,511.74
2984,2984,Paypal,273.54
2985,2985,Gift Card,24.19
2986,2986,Credit Card,498.84
2987,2987,Paypal,201.94
2988,2988,Gift Card,404.52
2989,2989,Gift Card,55.02
2990,2990,Paypal,94.86
2991,2991,Gift Card,498.84
2992,2992,Paypal,190.86
2993,2993,Credit Card,53.68
2994,2994,Credit Card,85.05
2995,2995,Gift Card,213.88
2996,2996,Credit Card,15.14
2997,2997,Credit Card,479.4
2998,2998,Paypal,215.41
2999,2999,Paypal,358.98
3000,3000,Credit Card,709.89
3001,3001,Gift Card,181.82
3002,3002,Gift Card,279.08
3003,3003,Gift Card,230.98
3004,3004,Gift Card,570.92
3005,3005,Gift Card,175.76
3006,3006,Credit Card,511.74
3007,3007,Gift Card,688.29
3008,3008,Paypal,158.42
3009,3009,Gift Card,748.44
3010,3010,Credit Card,700.98
3011,3011,Credit Card,537.94
3012,3012,Credit Card,873.09
3013,3013,Paypal,301.34
3014,3014,Gift Card,158.42
3015,3015,Gift Card,59.53
3016,3016,Paypal,748.44
3017,3017,Gift Card,134.84
3018,3018,Paypal,307.83
3019,3019,Credit Card,220.06
3020,3020,Paypal,427.76
3021,3021,Credit Card,564.3
3022,3022,Credit Card,102.06
3023,3023,Credit Card,118.2
3024,3024,Gift Card,178.59
3025,3025,Paypal,6.63
3026,3026,Gift Card,556.5
3027,3027,Paypal,279.08
3028,3028,Paypal,393.36
3029,3029,Gift Card,276.95
3030,3030,Paypal,72.57
3031,3031,Gift Card,12.5
3032,3032,Credit Card,477.63
3033,3033,Gift Card,229.43
3034,3034,Paypal,81.34
3035,3035,Gift Card,330.2
3036,3036,Gift Card,40.28
3037,3037,Gift Card,498.96
3038,3038,Gift Card,377.74
3039,3039,Paypal,533.46
3040,3040,Credit Card,475.26
3041,3041,Paypal,432.9
3042,3042,Paypal,781.56
3043,3043,Gift Card,71.25
3044,3044,Credit Card,59.53
3045,3045,Credit Card,181.38
3046,3046,Paypal,697.32
3047,3047,Credit Card,55.3
3048,3048,Paypal,55.3
3049,3049,Paypal,170.1
3050,3050,Paypal,102.06
3051,3051,Credit Card,193.9
3052,3052,Gift Card,519.24
3053,3053,Paypal,40.28
3054,3054,Paypal,660.69
3055,3055,Credit Card,181.6
3056,3056,Paypal,144.3
3057,3057,Gift Card,100.93
3058,3058,Credit Card,205.22
3059,3059,Gift Card,264.84
3060,3060,Credit Card,569.84
3061,3061,Credit Card,80.52
3062,3062,Gift Card,18.34
3063,3063,Credit Card,579.24
3064,3064,Credit Card,264.84
3065,3065,Paypal,72.57
3066,3066,Credit Card,55.3
3067,3067,Credit Card,26.84
3068,3068,Paypal,427.04
3069,3069,Paypal,193.48
3070,3070,Gift Card,556.5
3071,3071,Gift Card,570.92
3072,3072,Credit Card,117.28
3073,3073,Credit Card,12.5
3074,3074,Gift Card,582.24
3075,3075,Gift Card,205.22
3076,3076,Paypal,215.41
3077,3077,Gift Card,59.53
3078,3078,Credit Card,873.09
3079,3079,Credit Card,80.56
3080,3080,Gift Card,220.06
3081,3081,Credit Card,33.21
3082,3082,Credit Card,139.71
3083,3083,Paypal,279.08
3084,3084,Credit Card,362.76
3085,3085,Credit Card,138.45
3086,3086,Paypal,181.38
3087,3087,Credit Card,72.57
3088,3088,Gift Card,533.46
3089,3089,Paypal,206.85
3090,3090,Credit Card,87.88
3091,3091,Paypal,80.97
3092,3092,Gift Card,193.48
3093,3093,Gift Card,498.84
3094,3094,Paypal,660.18
3095,3095,Credit Card,404.52
3096,3096,Credit Card,170.58
3097,3097,Paypal,282.15
3098,3098,Credit Card,318.42
3099,3099,Gift Card,341.16
3100,3100,Credit Card,873.36
3101,3101,Credit Card,202.92
3102,3102,Paypal,566.61
3103,3103,Gift Card,491.12
3104,3104,Gift Card,36.83
3105,3105,Gift Card,81.34
3106,3106,Gift Card,397.26
3107,3107,Credit Card,869.58
3108,3108,Credit Card,452.01
3109,3109,Paypal,191.7
3110,3110,Gift Card,301.34
3111,3111,Paypal,291.03
3112,3112,Gift Card,432.9
3113,3113,Credit Card,269.68
3114,3114,Gift Card,346.47
3115,3115,Gift Card,138.45
3116,3116,Gift Card,249.48
3117,3117,Credit Card,346.47
3118,3118,Paypal,250.57
3119,3119,Credit Card,182.33
3120,3120,Paypal,36.83
3121,3121,Paypal,288.6
3122,3122,Credit Card,537.94
3123,3123,Credit Card,241.65
3124,3124,Gift Card,806.91
3125,3125,Gift Card,23.75
3126,3126,Credit Card,284.58
3127,3127,Gift Card,170.58
3128,3128,Paypal,830.85
3129,3129,Credit Card,92.3
3130,3130,Paypal,273.54
3131,3131,Gift Card,158.42
3132,3132,Paypal,226.16
3133,3133,Paypal,120.84
3134,3134,Paypal,479.4
3135,3135,Gift Card,709.89
3136,3136,Gift Card,748.44
3137,3137,Credit Card,339.24
3138,3138,Credit Card,175.76
3139,3139,Gift Card,117.28
3140,3140,Credit Card,125.62
3141,3141,Gift Card,13.26
3142,3142,Gift Card,156.7
3143,3143,Credit Card,226.16
3144,3144,Gift Card,709.89
3145,3145,Paypal,781.56
3146,3146,Credit Card,301.34
3147,3147,Credit Card,339.24
3148,3148,Credit Card,262.24
3149,3149,Credit Card,418.62
3150,3150,Gift Card,284.92
3151,3151,Credit Card,282.15
3152,3152,Gift Card,62.22
3153,3153,Credit Card,519.24
3154,3154,Credit Card,78.36
3155,3155,Credit Card,202.92
3156,3156,Credit Card,377.74
3157,3157,Credit Card,46.15
3158,3158,Paypal,33.21
3159,3159,Paypal,67.62
3160,3160,Credit Card,33.21
3161,3161,Gift Card,498.84
3162,3162,Paypal,118.2
3163,3163,Credit Card,730.44
3164,3164,Gift Card,182.33
3165,3165,Credit Card,273.25
3166,3166,Credit Card,544.8
3167,3167,Credit Card,427.04
3168,3168,Gift Card,552.69
3169,3169,Gift Card,85.05
3170,3170,Credit Card,748.44
3171,3171,Paypal,660.69
3172,3172,Gift Card,131.12
3173,3173,Paypal,751.71
3174,3174,Gift Card,856.38
3175,3175,Paypal,521.04
3176,3176,Credit Card,579.72
3177,3177,Gift Card,159.21
3178,3178,Credit Card,115.49
3179,3179,Credit Card,100.93
3180,3180,Paypal,427.04
3181,3181,Paypal,51.02
3182,3182,Credit Card,250.57
3183,3183,Credit Card,156.7
3184,3184,Paypal,93.14
3185,3185,Credit Card,346.47
3186,3186,Gift Card,166.28
3187,3187,Credit Card,80.52
3188,3188,Gift Card,46.57
3189,3189,Paypal,393.36
3190,3190,Credit Card,579.72
3191,3191,Credit Card,498.96
3192,3192,Credit Card,119.66
3193,3193,Credit Card,477.63
3194,3194,Credit Card,546.5
3195,3195,Credit Card,26.84
3196,3196,Paypal,181.38
3197,3197,Credit Card,546.5
3198,3198,Paypal,316.84
3199,3199,Credit Card,193.08
3200,3200,Gift Card,819.75
3201,3201,Credit Card,123.0
3202,3202,Paypal,552.69
3203,3203,Gift Card,96.95
3204,3204,Gift Card,201.86
3205,3205,Gift Card,233.66
3206,3206,Gift Card,332.56
3207,3207,Gift Card,332.25
3208,3208,Gift Card,781.56
3209,3209,Gift Card,400.88
3210,3210,Gift Card,30.28
3211,3211,Paypal,250.57
3212,3212,Paypal,346.47
3213,3213,Credit Card,18.34
3214,3214,Gift Card,144.3
3215,3215,Gift Card,233.66
3216,3216,Gift Card,688.29
3217,3217,Gift Card,159.8
3218,3218,Credit Card,181.6
3219,3219,Paypal,26.84
3220,3220,Paypal,59.1
3221,3221,Credit Card,241.65
3222,3222,Gift Card,243.48
3223,3223,Paypal,432.9
3224,3224,Paypal,159.21
3225,3225,Paypal,110.6
3226,3226,Paypal,158.42
3227,3227,Gift Card,62.81
3228,3228,Credit Card,117.54
3229,3229,Gift Card,579.24
3230,3230,Credit Card,193.48
3231,3231,Credit Card,239.32
3232,3232,Paypal,495.3
3233,3233,Paypal,846.45
3234,3234,Paypal,96.74
3235,3235,Gift Card,418.62
3236,3236,Paypal,230.98
3237,3237,Credit Card,188.87
3238,3238,Gift Card,302.16
3239,3239,Credit Card,220.94
3240,3240,Gift Card,566.61
3241,3241,Credit Card,193.9
3242,3242,Credit Card,51.02
3243,3243,Credit Card,232.44
3244,3244,Gift Card,453.24
3245,3245,Gift Card,660.69
3246,3246,Gift Card,93.33
3247,3247,Credit Card,37.4
3248,3248,Gift Card,26.84
3249,3249,Paypal,748.44
3250,3250,Paypal,467.32
3251,3251,Gift Card,464.88
3252,3252,Gift Card,221.5
3253,3253,Gift Card,33.21
3254,3254,Gift Card,244.02
3255,3255,Credit Card,181.38
3256,3256,Credit Card,119.66
3257,3257,Gift Card,290.22
3258,3258,Credit Card,288.6
3259,3259,Gift Card,501.14
3260,3260,Credit Card,341.16
3261,3261,Credit Card,59.53
3262,3262,Credit Card,67.62
3263,3263,Credit Card,26.84
3264,3264,Gift Card,139.54
3265,3265,Gift Card,430.82
3266,3266,Gift Card,264.84
